100, 202, 998
200, 202, 998
300, 202, 998
400, 203, 997
500, 206, 994
600, 207, 993
700, 208, 992
800, 211, 989
900, 211, 989
1000, 214, 986
1100, 214, 986
1200, 215, 985
1300, 215, 985
1400, 217, 983
1500, 217, 983
1600, 217, 983
1700, 218, 982
1800, 220, 980
1900, 223, 977
2000, 224, 976
2100, 226, 974
2200, 227, 973
2300, 230, 970
2400, 231, 969
2500, 231, 969
2600, 231, 969
2700, 234, 966
2800, 234, 966
2900, 234, 966
3000, 234, 966
3100, 236, 964
3200, 236, 964
3300, 236, 964
3400, 237, 963
3500, 237, 963
3600, 237, 963
3700, 237, 963
3800, 238, 962
3900, 242, 958
4000, 245, 955
4100, 248, 952
4200, 249, 951
4300, 251, 949
4400, 251, 949
4500, 251, 949
4600, 251, 949
4700, 252, 948
4800, 252, 948
4900, 253, 947
5000, 255, 945
5100, 256, 944
5200, 257, 943
5300, 258, 942
5400, 261, 939
5500, 261, 939
5600, 262, 938
5700, 262, 938
5800, 264, 936
5900, 264, 936
6000, 264, 936
6100, 267, 933
6200, 269, 931
6300, 270, 930
6400, 271, 929
6500, 272, 928
6600, 275, 925
6700, 277, 923
6800, 279, 921
6900, 280, 920
7000, 281, 919
7100, 282, 918
7200, 284, 916
7300, 286, 914
7400, 286, 914
7500, 286, 914
7600, 288, 912
7700, 290, 910
7800, 290, 910
7900, 292, 908
8000, 295, 905
8100, 295, 905
8200, 297, 903
8300, 297, 903
8400, 298, 902
8500, 298, 902
8600, 298, 902
8700, 299, 901
8800, 302, 898
8900, 304, 896
9000, 304, 896
9100, 304, 896
9200, 304, 896
9300, 304, 896
9400, 305, 895
9500, 306, 894
9600, 307, 893
9700, 309, 891
9800, 309, 891
9900, 312, 888
10000, 314, 886
10100, 316, 884
10200, 316, 884
10300, 319, 881
10400, 319, 881
10500, 320, 880
10600, 320, 880
10700, 321, 879
10800, 322, 878
10900, 324, 876
11000, 324, 876
11100, 326, 874
11200, 327, 873
11300, 327, 873
11400, 328, 872
11500, 328, 872
11600, 331, 869
11700, 332, 868
11800, 332, 868
11900, 333, 867
12000, 335, 865
12100, 335, 865
12200, 335, 865
12300, 336, 864
12400, 337, 863
12500, 339, 861
12600, 341, 859
12700, 341, 859
12800, 342, 858
12900, 342, 858
13000, 345, 855
13100, 347, 853
13200, 349, 851
13300, 351, 849
13400, 351, 849
13500, 352, 848
13600, 353, 847
13700, 354, 846
13800, 356, 844
13900, 357, 843
14000, 357, 843
14100, 360, 840
14200, 360, 840
14300, 361, 839
14400, 362, 838
14500, 362, 838
14600, 363, 837
14700, 364, 836
14800, 366, 834
14900, 367, 833
15000, 369, 831
15100, 370, 830
15200, 371, 829
15300, 375, 825
15400, 375, 825
15500, 375, 825
15600, 375, 825
15700, 375, 825
15800, 375, 825
15900, 376, 824
16000, 377, 823
16100, 380, 820
16200, 381, 819
16300, 381, 819
16400, 384, 816
16500, 384, 816
16600, 384, 816
16700, 384, 816
16800, 387, 813
16900, 388, 812
17000, 388, 812
17100, 388, 812
17200, 390, 810
17300, 390, 810
17400, 391, 809
17500, 394, 806
17600, 395, 805
17700, 395, 805
17800, 397, 803
17900, 399, 801
18000, 399, 801
18100, 399, 801
18200, 399, 801
18300, 400, 800
18400, 401, 799
18500, 401, 799
18600, 402, 798
18700, 403, 797
18800, 404, 796
18900, 405, 795
19000, 405, 795
19100, 406, 794
19200, 407, 793
19300, 409, 791
19400, 410, 790
19500, 410, 790
19600, 411, 789
19700, 412, 788
19800, 412, 788
19900, 414, 786
20000, 416, 784
20100, 417, 783
20200, 418, 782
20300, 421, 779
20400, 424, 776
20500, 425, 775
20600, 425, 775
20700, 428, 772
20800, 431, 769
20900, 431, 769
21000, 432, 768
21100, 433, 767
21200, 436, 764
21300, 438, 762
21400, 440, 760
21500, 441, 759
21600, 443, 757
21700, 444, 756
21800, 445, 755
21900, 447, 753
22000, 449, 751
22100, 450, 750
22200, 452, 748
22300, 452, 748
22400, 452, 748
22500, 452, 748
22600, 454, 746
22700, 454, 746
22800, 454, 746
22900, 455, 745
23000, 455, 745
23100, 455, 745
23200, 457, 743
23300, 457, 743
23400, 458, 742
23500, 460, 740
23600, 460, 740
23700, 461, 739
23800, 462, 738
23900, 462, 738
24000, 462, 738
24100, 463, 737
24200, 465, 735
24300, 467, 733
24400, 468, 732
24500, 469, 731
24600, 469, 731
24700, 471, 729
24800, 473, 727
24900, 473, 727
25000, 473, 727
25100, 475, 725
25200, 475, 725
25300, 476, 724
25400, 476, 724
25500, 476, 724
25600, 476, 724
25700, 477, 723
25800, 479, 721
25900, 479, 721
26000, 481, 719
26100, 482, 718
26200, 484, 716
26300, 485, 715
26400, 485, 715
26500, 487, 713
26600, 489, 711
26700, 490, 710
26800, 491, 709
26900, 493, 707
27000, 494, 706
27100, 497, 703
27200, 497, 703
27300, 499, 701
27400, 500, 700
27500, 501, 699
27600, 503, 697
27700, 504, 696
27800, 505, 695
27900, 506, 694
28000, 507, 693
28100, 509, 691
28200, 511, 689
28300, 511, 689
28400, 513, 687
28500, 516, 684
28600, 517, 683
28700, 517, 683
28800, 518, 682
28900, 518, 682
29000, 518, 682
29100, 521, 679
29200, 521, 679
29300, 522, 678
29400, 522, 678
29500, 524, 676
29600, 524, 676
29700, 524, 676
29800, 526, 674
29900, 528, 672
30000, 530, 670
30100, 531, 669
30200, 532, 668
30300, 532, 668
30400, 533, 667
30500, 534, 666
30600, 535, 665
30700, 535, 665
30800, 537, 663
30900, 537, 663
31000, 537, 663
31100, 538, 662
31200, 538, 662
31300, 539, 661
31400, 539, 661
31500, 540, 660
31600, 542, 658
31700, 542, 658
31800, 543, 657
31900, 543, 657
32000, 545, 655
32100, 546, 654
32200, 546, 654
32300, 547, 653
32400, 547, 653
32500, 547, 653
32600, 548, 652
32700, 551, 649
32800, 551, 649
32900, 553, 647
33000, 556, 644
33100, 557, 643
33200, 557, 643
33300, 558, 642
33400, 559, 641
33500, 561, 639
33600, 562, 638
33700, 562, 638
33800, 562, 638
33900, 562, 638
34000, 564, 636
34100, 566, 634
34200, 567, 633
34300, 567, 633
34400, 567, 633
34500, 568, 632
34600, 569, 631
34700, 570, 630
34800, 572, 628
34900, 573, 627
35000, 573, 627
35100, 573, 627
35200, 573, 627
35300, 574, 626
35400, 574, 626
35500, 577, 623
35600, 577, 623
35700, 579, 621
35800, 582, 618
35900, 582, 618
36000, 582, 618
36100, 583, 617
36200, 584, 616
36300, 584, 616
36400, 586, 614
36500, 587, 613
