100, 201, 999
200, 202, 998
300, 204, 996
400, 207, 993
500, 210, 990
600, 211, 989
700, 211, 989
800, 212, 988
900, 213, 987
1000, 214, 986
1100, 214, 986
1200, 215, 985
1300, 216, 984
1400, 217, 983
1500, 219, 981
1600, 219, 981
1700, 220, 980
1800, 220, 980
1900, 220, 980
2000, 220, 980
2100, 221, 979
2200, 223, 977
2300, 224, 976
2400, 225, 975
2500, 225, 975
2600, 226, 974
2700, 228, 972
2800, 229, 971
2900, 229, 971
3000, 232, 968
3100, 232, 968
3200, 233, 967
3300, 236, 964
3400, 237, 963
3500, 237, 963
3600, 237, 963
3700, 237, 963
3800, 237, 963
3900, 239, 961
4000, 239, 961
4100, 241, 959
4200, 242, 958
4300, 243, 957
4400, 244, 956
4500, 246, 954
4600, 246, 954
4700, 246, 954
4800, 246, 954
4900, 246, 954
5000, 247, 953
5100, 248, 952
5200, 249, 951
5300, 249, 951
5400, 250, 950
5500, 251, 949
5600, 252, 948
5700, 253, 947
5800, 255, 945
5900, 255, 945
6000, 256, 944
6100, 256, 944
6200, 256, 944
6300, 256, 944
6400, 256, 944
6500, 256, 944
6600, 256, 944
6700, 257, 943
6800, 258, 942
6900, 263, 937
7000, 264, 936
7100, 264, 936
7200, 266, 934
7300, 267, 933
7400, 268, 932
7500, 269, 931
7600, 269, 931
7700, 271, 929
7800, 271, 929
7900, 274, 926
8000, 274, 926
8100, 274, 926
8200, 275, 925
8300, 277, 923
8400, 277, 923
8500, 277, 923
8600, 278, 922
8700, 281, 919
8800, 282, 918
8900, 283, 917
9000, 283, 917
9100, 283, 917
9200, 283, 917
9300, 284, 916
9400, 287, 913
9500, 290, 910
9600, 293, 907
9700, 294, 906
9800, 295, 905
9900, 295, 905
10000, 296, 904
10100, 297, 903
10200, 300, 900
10300, 302, 898
10400, 302, 898
10500, 302, 898
10600, 302, 898
10700, 304, 896
10800, 304, 896
10900, 306, 894
11000, 307, 893
11100, 307, 893
11200, 307, 893
11300, 307, 893
11400, 309, 891
11500, 311, 889
11600, 313, 887
11700, 314, 886
11800, 315, 885
11900, 315, 885
12000, 316, 884
12100, 316, 884
12200, 319, 881
12300, 319, 881
12400, 319, 881
12500, 320, 880
12600, 322, 878
12700, 323, 877
12800, 324, 876
12900, 324, 876
13000, 325, 875
13100, 325, 875
13200, 327, 873
13300, 327, 873
13400, 327, 873
13500, 328, 872
13600, 329, 871
13700, 332, 868
13800, 333, 867
13900, 334, 866
14000, 334, 866
14100, 335, 865
14200, 337, 863
14300, 337, 863
14400, 337, 863
14500, 339, 861
14600, 339, 861
14700, 341, 859
14800, 342, 858
14900, 342, 858
